application_id,customer_id,application_date,loan_type,loan_purpose,requested_amount,loan_term_months,interest_rate,applicant_monthly_income,existing_emi,debt_to_income_ratio,collateral_flag,approval_status,approved_amount,decision_date,disbursed_flag,loan_default
APP804241,CUST103086,2023-06-21,Personal,Home Renovation,859000,60,15.94,47300,6500,0.578,0,Approved,657000,2023-07-05,1,0
APP804242,CUST102056,2022-11-12,Auto,Used Car,1297000,24,12.48,57300,4500,1.149,1,Approved,958000,2022-11-22,1,1
APP804243,CUST101304,2023-08-29,Home,Home Purchase,6671000,36,9.38,16100,4400,3.0,1,Rejected,0,2023-09-17,0,
APP804244,CUST100316,2023-05-24,Personal,Debt Consolidation,240000,36,22.58,51200,13900,0.452,0,Approved,219000,2023-06-02,1,0
APP804245,CUST104045,2024-02-23,Education,Study Abroad,1551000,48,12.34,50700,16600,1.137,0,Approved,1148000,2024-03-10,1,0
APP804246,CUST103717,2023-09-18,Home,Home Purchase,4796000,240,8.34,138600,10700,0.374,1,Approved,4225000,2023-09-20,1,0
APP804247,CUST102507,2023-03-21,Business,Equipment Purchase,6869000,48,15.92,57100,11300,3.0,0,Rejected,0,2023-03-26,0,
APP804248,CUST104724,2023-01-29,Business,Business Expansion,1642000,12,17.74,85800,24000,2.033,0,Rejected,0,2023-02-05,0,
APP804249,CUST102518,2023-02-04,Business,Working Capital,2069000,36,14.52,17100,2900,3.0,0,Rejected,0,2023-02-07,0,
APP804250,CUST100406,2023-06-16,Business,Business Expansion,2309000,84,13.74,93900,20000,0.67,1,Rejected,0,2023-06-25,0,
APP804251,CUST104053,2023-06-24,Auto,Two Wheeler,1598000,84,10.77,21400,7300,1.612,1,Rejected,0,2023-07-12,0,
APP804252,CUST103821,2022-11-21,Personal,Medical Emergency,154000,24,18.4,16100,1300,0.559,1,Rejected,0,2022-11-30,0,
APP804253,CUST100805,2023-01-31,Personal,Home Renovation,972000,60,23.67,72600,25300,0.732,0,Approved,752000,2023-02-14,1,1
APP804254,CUST101209,2023-01-14,Gold,Gold Loan,489000,24,12.24,31400,7100,0.962,1,Approved,441000,2023-01-30,1,0
APP804255,CUST100326,2023-04-10,Personal,Travel,490000,60,20.65,26000,7200,0.782,0,Rejected,0,2023-04-18,0,
APP804256,CUST102864,2023-11-14,Home,Home Construction,5478000,36,9.56,27800,4200,3.0,1,Rejected,0,2023-11-27,0,
APP804257,CUST103695,2024-02-05,Education,Higher Studies India,1147000,120,11.75,67000,4500,0.31,0,Approved,951000,2024-02-06,1,0
APP804258,CUST104444,2023-03-04,Auto,New Car,1590000,36,11.88,46400,11600,1.385,1,Rejected,0,2023-03-21,0,
APP804259,CUST102906,2024-02-24,Education,Skill Certification,457000,12,11.56,17000,1500,2.477,0,Rejected,0,2024-03-06,0,
APP804260,CUST104117,2022-07-18,Home,Home Purchase,10875000,60,9.17,10000,1900,3.0,1,Rejected,0,2022-08-05,0,
APP804261,CUST102263,2022-10-01,Education,Skill Certification,2364000,60,10.37,29000,2300,1.828,0,Approved,2260000,2022-10-04,1,0
APP804262,CUST104337,2022-08-21,Gold,Gold Loan,555000,36,12.51,58600,3200,0.372,1,Approved,518000,2022-09-03,1,0
APP804263,CUST102406,2023-06-19,Personal,Home Renovation,636000,84,12.28,25700,8700,0.78,0,Approved,533000,2023-07-05,1,1
APP804264,CUST101444,2023-05-25,Home,Home Construction,7251000,60,9.07,52300,5100,2.983,1,Approved,6700000,2023-05-31,1,1
APP804265,CUST104611,2023-06-11,Personal,Wedding,1172000,12,17.66,10000,2500,3.0,0,Rejected,0,2023-06-18,0,
APP804266,CUST101632,2024-01-12,Education,Higher Studies India,1738000,12,12.0,29200,3200,3.0,0,Rejected,0,2024-01-23,0,
APP804267,CUST102281,2022-07-09,Auto,New Car,523000,24,11.68,28200,6000,1.082,1,Approved,440000,2022-07-11,1,0
APP804268,CUST103834,2024-03-03,Personal,Travel,79000,12,16.37,59900,12900,0.335,0,Approved,72000,2024-03-08,1,0
APP804269,CUST103501,2023-04-12,Home,Plot Purchase,6966000,120,8.41,43900,6100,2.099,1,Approved,5145000,2023-04-22,1,1
APP804270,CUST103604,2023-02-23,Home,Home Purchase,7297000,48,8.08,22600,1300,3.0,1,Rejected,0,2023-03-01,0,
APP804271,CUST101813,2023-04-08,Personal,Home Renovation,1198000,36,22.46,262100,13600,0.228,0,Approved,954000,2023-04-13,1,0
APP804272,CUST101415,2023-04-28,Personal,Travel,1355000,60,14.96,77400,5100,0.482,1,Approved,1072000,2023-05-16,1,0
APP804273,CUST101277,2023-04-24,Personal,Wedding,992000,48,23.25,68600,9700,0.607,0,Approved,973000,2023-05-08,1,0
APP804274,CUST104010,2023-09-25,Business,Equipment Purchase,4246000,12,19.3,49200,14900,3.0,0,Approved,3994000,2023-09-29,1,1
APP804275,CUST104477,2022-08-30,Personal,Wedding,1452000,12,13.27,53200,5700,2.548,1,Rejected,0,2022-09-05,0,
APP804276,CUST100466,2024-05-17,Personal,Home Renovation,395000,84,11.13,28200,5000,0.418,0,Approved,336000,2024-05-19,1,0
APP804277,CUST102050,2022-09-17,Personal,Travel,894000,12,11.45,132800,23700,0.775,0,Approved,866000,2022-09-30,1,0
APP804278,CUST103179,2022-08-28,Auto,Two Wheeler,2443000,48,12.44,46200,11300,1.65,1,Approved,2280000,2022-09-09,1,1
APP804279,CUST103501,2023-07-10,Auto,New Car,539000,24,10.49,43900,6500,0.718,1,Rejected,0,2023-07-12,0,
APP804280,CUST101866,2022-09-05,Education,Study Abroad,3466000,48,10.06,10000,1700,3.0,0,Rejected,0,2022-09-11,0,
APP804281,CUST101816,2023-01-07,Personal,Debt Consolidation,321000,36,17.83,65300,4700,0.249,1,Approved,298000,2023-01-13,1,0
APP804282,CUST101922,2023-12-16,Home,Home Purchase,4188000,36,9.49,33300,8200,3.0,1,Rejected,0,2024-01-05,0,
APP804283,CUST102328,2023-11-21,Personal,Wedding,835000,48,21.74,32000,9800,1.126,0,Approved,624000,2023-11-26,1,0
APP804284,CUST103771,2023-02-04,Home,Home Construction,4505000,60,10.08,70200,4000,1.423,1,Approved,3998000,2023-02-17,1,0
APP804285,CUST103991,2023-07-14,Auto,Two Wheeler,1413000,48,10.7,18900,5900,2.236,1,Rejected,0,2023-08-01,0,
APP804286,CUST101066,2022-07-25,Gold,Gold Loan,675000,36,11.95,22900,1900,1.062,1,Approved,608000,2022-07-29,1,1
APP804287,CUST100521,2023-12-01,Personal,Travel,68000,24,22.0,25700,7700,0.437,0,Rejected,0,2023-12-14,0,
APP804288,CUST103979,2024-04-27,Personal,Medical Emergency,520000,24,11.03,17500,3300,1.574,0,Rejected,0,2024-05-16,0,
APP804289,CUST100514,2024-06-06,Education,Study Abroad,3264000,36,10.3,40600,13200,2.93,0,Under Review,0,,0,
APP804290,CUST102307,2023-03-13,Home,Home Purchase,8940000,84,9.11,41100,5300,3.0,1,Rejected,0,2023-03-19,0,
APP804291,CUST101069,2023-01-09,Personal,Debt Consolidation,1366000,60,23.23,18000,2900,2.31,1,Rejected,0,2023-01-19,0,
APP804292,CUST104762,2023-03-07,Gold,Gold Loan,450000,12,13.92,40400,4700,1.117,1,Approved,321000,2023-03-14,1,0
APP804293,CUST104775,2023-11-03,Home,Plot Purchase,4438000,120,9.27,150000,15500,0.482,1,Approved,4002000,2023-11-20,1,0
APP804294,CUST102629,2022-07-08,Home,Home Construction,1585000,48,8.32,58500,3000,0.717,1,Rejected,0,2022-07-26,0,
APP804295,CUST101998,2024-02-28,Education,Higher Studies India,2598000,24,9.48,29000,1900,3.0,0,Rejected,0,2024-03-01,0,
APP804296,CUST102921,2022-09-01,Personal,Wedding,296000,60,16.59,40600,6100,0.33,1,Approved,250000,2022-09-12,1,0
APP804297,CUST101121,2024-02-25,Business,Business Expansion,6313000,12,13.81,83700,10600,3.0,0,Rejected,0,2024-03-02,0,
APP804298,CUST103611,2024-01-04,Business,Working Capital,3933000,24,17.99,20000,5900,3.0,0,Rejected,0,2024-01-09,0,
APP804299,CUST100472,2023-02-06,Home,Balance Transfer,11146000,180,8.53,31600,11100,3.0,1,Rejected,0,2023-02-16,0,
APP804300,CUST104637,2024-06-18,Business,Business Expansion,2931000,48,19.88,60700,6700,1.576,1,Under Review,0,,0,
APP804301,CUST103712,2022-07-19,Personal,Travel,1448000,24,15.95,45600,7200,1.713,0,Rejected,0,2022-07-25,0,
APP804302,CUST104747,2024-02-26,Auto,Used Car,1584000,84,12.86,16500,0,1.735,1,Rejected,0,2024-03-10,0,
APP804303,CUST101227,2023-10-16,Auto,New Car,852000,84,9.77,39000,11700,0.659,1,Rejected,0,2023-10-21,0,
APP804304,CUST100541,2022-11-07,Home,Home Construction,10462000,84,8.27,99800,28000,1.928,1,Approved,7468000,2022-11-22,1,0
APP804305,CUST104057,2024-03-15,Personal,Home Renovation,249000,60,19.91,26900,5600,0.454,0,Approved,230000,2024-03-25,1,0
APP804306,CUST101841,2023-09-21,Business,Working Capital,466000,84,18.33,82800,19900,0.36,0,Approved,444000,2023-10-07,1,0
APP804307,CUST102869,2022-07-02,Personal,Travel,1074000,60,22.52,31800,7500,1.179,0,Rejected,0,2022-07-17,0,
APP804308,CUST102962,2023-03-17,Personal,Medical Emergency,403000,24,12.26,36800,4300,0.634,1,Rejected,0,2023-04-06,0,
APP804309,CUST102238,2023-04-15,Business,Working Capital,6947000,84,18.68,41400,8000,3.0,0,Rejected,0,2023-04-27,0,
APP804310,CUST102120,2023-12-12,Home,Home Construction,8785000,48,9.59,45900,8900,3.0,1,Rejected,0,2023-12-19,0,
APP804311,CUST102176,2022-11-04,Personal,Home Renovation,1309000,48,18.68,10000,2300,3.0,0,Rejected,0,2022-11-16,0,
APP804312,CUST100594,2023-10-17,Education,Higher Studies India,730000,120,11.27,53300,13100,0.436,1,Approved,576000,2023-10-21,1,1
APP804313,CUST102433,2023-11-05,Personal,Travel,1075000,36,17.16,51500,12600,0.99,0,Approved,1051000,2023-11-22,1,0
APP804314,CUST101941,2023-06-20,Home,Home Purchase,3966000,180,8.97,30500,9900,1.641,1,Approved,2994000,2023-07-10,1,1
APP804315,CUST102270,2023-01-29,Gold,Gold Loan,420000,36,10.22,34000,10800,0.719,1,Rejected,0,2023-02-05,0,
APP804316,CUST103443,2023-04-28,Education,Skill Certification,2330000,24,12.27,75700,9400,1.576,1,Approved,2006000,2023-05-17,1,1
APP804317,CUST104542,2023-10-01,Business,Equipment Purchase,3302000,12,19.74,30400,5700,3.0,1,Rejected,0,2023-10-09,0,
APP804318,CUST101844,2024-03-27,Business,Equipment Purchase,6029000,84,13.59,39500,13400,3.0,0,Rejected,0,2024-04-14,0,
APP804319,CUST104542,2023-01-21,Home,Balance Transfer,2825000,180,9.17,30400,7900,1.21,1,Approved,2163000,2023-02-02,1,1
APP804320,CUST102311,2022-07-29,Personal,Home Renovation,715000,36,13.29,94800,10200,0.363,0,Rejected,0,2022-08-17,0,
APP804321,CUST101596,2024-04-15,Personal,Debt Consolidation,243000,48,13.09,22900,7900,0.63,0,Approved,194000,2024-04-21,1,0
APP804322,CUST100988,2024-06-01,Auto,Used Car,330000,48,9.3,11000,100,0.762,1,Rejected,0,2024-06-21,0,
APP804323,CUST101254,2024-06-09,Personal,Travel,522000,84,14.06,35200,0,0.278,1,Approved,500000,2024-06-20,1,1
APP804324,CUST103021,2023-10-23,Business,Working Capital,1168000,24,15.59,74200,19300,1.028,0,Approved,1147000,2023-10-30,1,0
APP804325,CUST104968,2023-01-11,Auto,Two Wheeler,2430000,12,11.8,136600,38500,1.861,1,Approved,2196000,2023-01-20,1,0
APP804326,CUST102989,2023-03-26,Auto,Used Car,1817000,60,13.31,195100,58500,0.513,1,Approved,1320000,2023-04-10,1,0
APP804327,CUST102144,2023-12-10,Personal,Travel,1364000,24,19.35,37200,10400,2.132,0,Approved,1051000,2023-12-11,1,1
APP804328,CUST101499,2024-01-17,Personal,Medical Emergency,790000,12,21.5,18100,4000,3.0,0,Approved,621000,2024-01-20,1,0
APP804329,CUST101398,2022-11-06,Education,Study Abroad,3994000,48,10.06,38200,500,2.664,0,Rejected,0,2022-11-21,0,
APP804330,CUST104618,2024-03-08,Personal,Medical Emergency,1258000,84,11.71,36200,10400,0.894,0,Approved,1113000,2024-03-24,1,0
APP804331,CUST104339,2023-05-17,Personal,Travel,816000,36,23.58,77100,7800,0.514,0,Approved,673000,2023-06-03,1,0
APP804332,CUST102020,2023-08-25,Education,Skill Certification,830000,48,9.85,45100,12900,0.752,0,Approved,742000,2023-09-11,1,0
APP804333,CUST100601,2024-01-16,Auto,New Car,2046000,84,10.29,18700,600,1.867,1,Rejected,0,2024-02-03,0,
APP804334,CUST100309,2022-11-23,Auto,Two Wheeler,1580000,60,10.38,126400,31500,0.517,1,Approved,1106000,2022-12-06,1,0
APP804335,CUST103645,2024-02-29,Personal,Travel,113000,84,22.42,34800,6300,0.258,0,Approved,80000,2024-03-01,1,0
APP804336,CUST103131,2022-11-09,Personal,Travel,69000,84,12.44,13300,900,0.16,0,Approved,52000,2022-11-17,1,1
APP804337,CUST104332,2022-09-07,Business,Working Capital,6782000,36,16.69,27400,8500,3.0,1,Rejected,0,2022-09-27,0,
APP804338,CUST102834,2023-07-09,Business,Working Capital,5069000,48,12.05,21100,6600,3.0,0,Rejected,0,2023-07-16,0,
APP804339,CUST102209,2023-08-23,Education,Skill Certification,3171000,60,11.44,41900,14300,2.005,0,Rejected,0,2023-09-02,0,
APP804340,CUST104957,2024-02-02,Personal,Debt Consolidation,156000,84,13.21,149200,40400,0.29,0,Approved,153000,2024-02-03,1,0
APP804341,CUST101547,2024-04-29,Business,Business Expansion,1115000,12,15.41,46100,8800,2.377,1,Rejected,0,2024-05-13,0,
APP804342,CUST100287,2022-10-23,Home,Plot Purchase,9343000,12,8.72,56800,400,3.0,1,Rejected,0,2022-10-27,0,
APP804343,CUST102720,2022-11-17,Home,Home Construction,6377000,48,10.28,29300,1600,3.0,1,Rejected,0,2022-11-21,0,
APP804344,CUST103694,2023-05-10,Business,Working Capital,1950000,48,15.88,26600,800,2.099,0,Rejected,0,2023-05-29,0,
APP804345,CUST103564,2022-10-29,Home,Home Construction,11399000,84,10.24,47700,9200,3.0,1,Rejected,0,2022-11-04,0,
APP804346,CUST103415,2023-06-04,Personal,Home Renovation,986000,36,13.27,27500,4100,1.361,0,Rejected,0,2023-06-21,0,
APP804347,CUST104841,2023-12-21,Business,Equipment Purchase,3429000,84,12.84,18700,3800,3.0,0,Rejected,0,2024-01-10,0,
APP804348,CUST100990,2023-03-18,Personal,Wedding,508000,24,12.25,48600,100,0.495,0,Approved,445000,2023-04-06,1,0
APP804349,CUST101657,2024-05-10,Personal,Home Renovation,229000,12,19.23,20600,1200,1.086,0,Rejected,0,2024-05-11,0,
APP804350,CUST100626,2023-12-17,Business,Business Expansion,6313000,60,12.29,30200,6900,3.0,0,Rejected,0,2023-12-31,0,
APP804351,CUST102160,2024-05-30,Personal,Wedding,79000,12,20.96,35700,8000,0.43,0,Approved,68000,2024-06-09,1,0
APP804352,CUST104574,2023-05-20,Business,Business Expansion,5022000,60,17.44,46700,11600,2.945,0,Rejected,0,2023-06-02,0,
APP804353,CUST103721,2023-02-04,Personal,Travel,1411000,60,11.91,25800,2600,1.312,0,Approved,1353000,2023-02-17,1,0
APP804354,CUST102850,2024-02-10,Auto,Used Car,2088000,24,13.54,11600,2700,3.0,1,Rejected,0,2024-02-19,0,
APP804355,CUST100137,2024-04-17,Auto,Two Wheeler,571000,84,11.52,19500,6000,0.818,1,Rejected,0,2024-05-01,0,
APP804356,CUST101798,2023-06-05,Personal,Wedding,1425000,84,15.28,33800,11300,1.155,0,Approved,1289000,2023-06-24,1,0
APP804357,CUST103808,2023-06-25,Personal,Home Renovation,98000,84,12.4,42000,13600,0.366,0,Approved,75000,2023-07-14,1,0
APP804358,CUST103737,2024-01-03,Auto,New Car,1674000,84,9.54,17600,1900,1.667,1,Rejected,0,2024-01-10,0,
APP804359,CUST100878,2023-09-22,Business,Working Capital,6415000,24,19.55,29700,7500,3.0,0,Rejected,0,2023-09-28,0,
APP804360,CUST100016,2023-02-09,Gold,Gold Loan,42000,24,11.58,28100,6300,0.294,1,Approved,38000,2023-02-14,1,0
APP804361,CUST103599,2024-06-26,Auto,New Car,1084000,36,10.95,43000,1000,0.848,1,Approved,937000,2024-06-29,1,0
APP804362,CUST101975,2024-03-16,Auto,Two Wheeler,1534000,36,12.51,49500,15600,1.352,1,Approved,1435000,2024-04-01,1,1
APP804363,CUST100352,2022-08-08,Education,Higher Studies India,518000,48,12.2,11200,3200,1.505,0,Rejected,0,2022-08-18,0,
APP804364,CUST101202,2022-10-15,Personal,Medical Emergency,1030000,84,22.07,80500,15800,0.497,0,Approved,914000,2022-10-26,1,0
APP804365,CUST100914,2024-02-11,Home,Home Purchase,9373000,180,9.84,51000,9300,2.137,1,Approved,8635000,2024-02-28,1,0
APP804366,CUST102536,2023-02-22,Auto,New Car,2215000,12,10.64,42400,6000,3.0,1,Rejected,0,2023-02-25,0,
APP804367,CUST101728,2024-06-28,Personal,Debt Consolidation,739000,36,20.49,66400,2800,0.458,0,Approved,606000,2024-07-13,1,0
APP804368,CUST103647,2023-12-14,Business,Working Capital,5188000,36,13.21,10000,500,3.0,0,Rejected,0,2023-12-18,0,
APP804369,CUST102512,2024-02-20,Gold,Gold Loan,636000,12,9.24,81900,12500,0.832,1,Approved,499000,2024-02-27,1,0
APP804370,CUST100926,2023-02-22,Auto,Used Car,1625000,48,11.74,26400,1200,1.661,1,Rejected,0,2023-03-03,0,
APP804371,CUST102046,2022-12-03,Home,Plot Purchase,9052000,12,9.28,20500,6100,3.0,1,Rejected,0,2022-12-05,0,
APP804372,CUST103452,2022-10-13,Personal,Travel,1014000,48,20.0,35700,12300,1.207,0,Approved,733000,2022-10-27,1,0
APP804373,CUST102372,2022-07-04,Home,Plot Purchase,3616000,36,9.03,42500,1000,2.731,1,Rejected,0,2022-07-07,0,
APP804374,CUST104352,2023-11-11,Auto,Used Car,1084000,12,11.26,26300,6000,3.0,1,Rejected,0,2023-11-23,0,
APP804375,CUST103228,2022-08-26,Home,Plot Purchase,4598000,84,8.06,22600,7800,3.0,1,Approved,3390000,2022-08-30,1,1
APP804376,CUST104230,2023-05-30,Gold,Gold Loan,55000,36,11.95,71700,23100,0.348,1,Approved,44000,2023-06-07,1,0
APP804377,CUST102074,2024-02-12,Auto,Two Wheeler,390000,12,12.67,58700,18500,0.907,1,Rejected,0,2024-03-02,0,
APP804378,CUST100755,2022-07-01,Personal,Home Renovation,708000,36,18.32,118100,31400,0.483,0,Approved,627000,2022-07-05,1,0
APP804379,CUST102972,2022-12-08,Education,Skill Certification,2496000,12,11.95,56900,13200,3.0,0,Rejected,0,2022-12-17,0,
APP804380,CUST104688,2022-07-14,Auto,Two Wheeler,1006000,24,13.09,16500,300,2.912,1,Rejected,0,2022-07-20,0,
APP804381,CUST103617,2023-06-13,Business,Equipment Purchase,6827000,24,12.87,40500,8400,3.0,0,Rejected,0,2023-07-03,0,
APP804382,CUST100085,2023-10-09,Business,Working Capital,6607000,12,14.94,20800,3600,3.0,0,Rejected,0,2023-10-23,0,
APP804383,CUST104946,2023-04-25,Business,Working Capital,3776000,24,14.74,45200,14800,3.0,0,Rejected,0,2023-05-03,0,
APP804384,CUST100913,2023-09-09,Personal,Home Renovation,428000,48,18.42,18400,6300,1.031,0,Rejected,0,2023-09-29,0,
APP804385,CUST103034,2024-03-30,Auto,Used Car,1035000,24,12.04,10000,700,3.0,1,Rejected,0,2024-04-09,0,
APP804386,CUST100420,2022-08-28,Home,Home Purchase,11606000,240,9.5,84900,18600,1.494,1,Approved,11238000,2022-09-03,1,0
APP804387,CUST103610,2023-02-28,Personal,Medical Emergency,1063000,84,16.09,10000,800,2.197,0,Rejected,0,2023-03-05,0,
APP804388,CUST104757,2022-08-15,Education,Higher Studies India,1458000,12,11.39,84200,27500,1.861,0,Approved,1119000,2022-09-04,1,0
APP804389,CUST104186,2022-10-28,Auto,Two Wheeler,772000,36,10.34,34500,4800,0.865,1,Approved,635000,2022-11-09,1,0
APP804390,CUST104896,2023-06-27,Personal,Wedding,489000,12,16.5,45900,8400,1.153,0,Rejected,0,2023-07-17,0,
APP804391,CUST104879,2023-07-23,Personal,Medical Emergency,1316000,60,18.84,33900,8400,1.252,0,Approved,945000,2023-07-29,1,0
APP804392,CUST102686,2023-11-29,Personal,Debt Consolidation,1148000,60,19.46,25500,4500,1.354,0,Rejected,0,2023-12-06,0,
APP804393,CUST104934,2023-10-17,Personal,Medical Emergency,622000,12,15.4,35900,9600,1.835,0,Rejected,0,2023-10-19,0,
APP804394,CUST104642,2023-02-02,Home,Home Construction,8732000,84,8.04,162500,23800,0.985,1,Approved,8524000,2023-02-10,1,0
APP804395,CUST103744,2023-05-24,Education,Higher Studies India,3029000,84,12.68,10000,3500,3.0,1,Rejected,0,2023-06-08,0,
APP804396,CUST103205,2023-08-04,Auto,Two Wheeler,469000,36,10.24,138400,9300,0.177,1,Approved,361000,2023-08-15,1,0
APP804397,CUST100125,2023-03-26,Home,Balance Transfer,8872000,24,9.8,11800,2000,3.0,1,Rejected,0,2023-04-02,0,
APP804398,CUST101675,2023-12-11,Gold,Gold Loan,388000,12,10.54,15900,1600,2.246,1,Rejected,0,2023-12-17,0,
APP804399,CUST102423,2024-05-10,Auto,New Car,2277000,12,10.55,19800,0,3.0,1,Rejected,0,2024-05-24,0,
APP804400,CUST103720,2023-08-07,Personal,Home Renovation,980000,48,21.31,20300,4500,1.721,0,Rejected,0,2023-08-22,0,
APP804401,CUST104963,2023-04-21,Personal,Medical Emergency,1050000,36,16.66,47500,14800,1.095,0,Approved,818000,2023-04-24,1,0
APP804402,CUST100515,2023-06-22,Home,Home Construction,2899000,60,8.47,32300,5900,2.025,1,Rejected,0,2023-07-03,0,
APP804403,CUST103738,2024-05-16,Personal,Wedding,1291000,36,13.31,27300,7600,1.879,0,Rejected,0,2024-06-05,0,
APP804404,CUST103769,2024-01-05,Home,Home Construction,6822000,24,8.41,41700,8900,3.0,1,Rejected,0,2024-01-14,0,
APP804405,CUST103561,2023-07-09,Education,Skill Certification,3800000,24,9.64,43900,14100,3.0,0,Rejected,0,2023-07-11,0,
APP804406,CUST101075,2022-07-09,Personal,Home Renovation,431000,60,15.28,40800,4900,0.373,0,Approved,379000,2022-07-22,1,0
APP804407,CUST103251,2022-10-02,Auto,Used Car,2062000,60,12.32,46400,1700,1.033,1,Rejected,0,2022-10-13,0,
APP804408,CUST103244,2024-01-23,Business,Business Expansion,2694000,84,15.65,70900,700,0.757,1,Rejected,0,2024-01-29,0,
APP804409,CUST102427,2023-10-11,Personal,Home Renovation,319000,36,18.79,52900,16100,0.525,0,Approved,238000,2023-10-17,1,0
APP804410,CUST103232,2022-07-19,Education,Skill Certification,3900000,84,12.41,16200,2400,3.0,0,Rejected,0,2022-07-31,0,
APP804411,CUST102950,2022-10-12,Auto,New Car,400000,24,9.52,40400,8400,0.663,1,Approved,321000,2022-10-28,1,0
APP804412,CUST102669,2022-08-16,Personal,Travel,915000,12,19.46,45600,15600,2.195,0,Rejected,0,2022-08-26,0,
APP804413,CUST104184,2022-11-03,Home,Home Purchase,4697000,48,9.39,35200,6000,3.0,1,Approved,4518000,2022-11-19,1,0
APP804414,CUST103906,2024-04-27,Personal,Medical Emergency,1144000,84,14.47,201900,41900,0.315,0,Approved,1038000,2024-05-12,1,0
APP804415,CUST104142,2022-11-15,Home,Home Purchase,4226000,120,9.39,27100,5100,2.195,1,Rejected,0,2022-11-19,0,
APP804416,CUST101452,2022-11-19,Auto,New Car,1021000,36,10.83,20200,4800,1.891,1,Approved,956000,2022-12-09,1,0
APP804417,CUST102476,2023-09-07,Business,Business Expansion,589000,48,15.09,60600,9300,0.424,0,Approved,456000,2023-09-24,1,0
APP804418,CUST100580,2023-11-15,Education,Skill Certification,3280000,24,9.23,31100,7200,3.0,0,Rejected,0,2023-11-22,0,
APP804419,CUST104062,2022-11-18,Auto,Used Car,2217000,84,12.34,36300,9000,1.336,1,Rejected,0,2022-11-22,0,
APP804420,CUST101559,2023-03-12,Home,Balance Transfer,5148000,84,9.86,37500,7300,2.465,1,Rejected,0,2023-03-21,0,
APP804421,CUST100591,2023-12-14,Business,Equipment Purchase,5275000,60,18.71,10000,2700,3.0,0,Rejected,0,2023-12-27,0,
